规定开放南京为通商口岸的条约是（   ）。难,《南京条约》,《天津条约》,《北京条约》,《辛丑条约》,B
规定开放天津为通商口岸的条约是（   ）。中,《南京条约》,《天津条约》,《北京条约》,《辛丑条约》,C
圆明园被焚毁是在（   ）期间。易,第一次鸦片战争,第二次鸦片战争,甲午中日战争,八国联军侵华战争,B
马克思称第二次鸦片战争是英法海盗式的扩张，最能说明这一点的是（   ）。中,允许外国公使进驻北京,英法联军攻占北京，洗劫焚毁圆明园,获取大量赔款,强迫签订一系列不平等条约,B
“允许外国侵略者招募华工出国”是（   ）中给予列强的特权。难,《北京条约》,《南京条约》,《中法条约》,《辛丑条约》,A
19世纪下半期，沙俄割占中国150多万平方公里领土，主要是通过下列不平等条约实现的（   ）。中①《天津条约》②《瑷珲条约》③中俄《北京条约》④《勘分西北界约记》,①②④,②③④,①③④,①②③④,B
1858年，沙俄侵略者强迫黑龙江将军奕山签订了（   ），将黑龙江以北、外兴安岭以南60万平方公里的中国领土强行霸占，并把乌苏里江以东的中国领土划为中俄共管。中,《瑷珲条约》,中俄《北京条约》,《勘分西北界约记》,《天津条约》,A
1860年沙俄借口“调停有功”，迫使清政府签订（   ），将乌苏里江以东40万平方公里的中国领土划为俄国。中,中俄《北京条约》,《瑷珲条约》,《勘分西北界约记》,《天津条约》,A
允许外国公使常驻北京的条约是（   ）。中,《南京条约》,《北京条约》,《望厦条约》,《天津条约》,D
近代中外反动势力开始勾结起来是在（   ）后。难,第一次鸦片战争,第二次鸦片战争,甲午战争,八国联军侵华战争,B
《马关条约》第六款约定：“清、日两国所有约章，因此次失和，自属废绝。……其两国新订约章，应以清国与泰西各国现行约章为本。”对该条款理解恰当的是日本（   ）。难,主宰中国的局面基本形成,同等享有其他列强在中国的特权,确立其在东亚的领等地位,迫使中国承认中日两国的平等地位,B
把我国领土台湾割让给日本的不平等条约是（   ）。易,《马关条约》,《天津条约》,《北京条约》,《辛丑条约》,A
在《马关条约》中最有利于列强对华经济扩张的条款是（   ）。难,开辟新的内河航线,在苏杭富庶地区开放新的通商口岸,允许日本在通商口岸开设工厂,给于日本巨额赔款,C
近代曾统治台湾半个世纪的国家是（   ）。中,英国,葡萄牙,俄国,日本,D
近代规定列强可以在中国通商口岸投资设厂的条约是（   ）。难,《南京条约》,《天津条约》,《马关条约》,《北京条约》,C
《马关条约》的签订使列强对中国的侵略进入新阶段的主要含义是（   ）。难,由沿海地区进入内地、内河,由商品输出为主变为资本输出为主,列强自此掀起了资本输出和瓜分中国的狂潮,列强自此形成了宰割中国的同盟,C
在《南京条约》、《马关条约》中，共有的款项是（   ）。难①赔款②割地③协定关税④开放通商口岸,①②,①②③,①②④,①②③④,C
近代史上列强从中国勒索赔款最多的条约是（   ）。中,《南京条约》,《北京条约》,《马关条约》,《辛丑条约》,D
《辛丑条约》的签订标志着（   ）。易,中国社会半殖民地半封建化进一步加深,中国完全沦为半殖民地半封建社会,中国开始沦为半殖民地半封建社会,中国半殖民地半封建社会基本形成,B
标志着中国半殖民地半封建社会完全形成的条约是（   ）。易,《南京条约》,《北京条约》,《马关条约》,《辛丑条约》,D
帝国主义列强获得了在中国领土上驻兵的特权是通过（   ）。难,《南京条约》,《北京条约》,《马关条约》,《辛丑条约》,D
近代史上，通过一系列不平等条约割占我国领土最多的国家是（   ）。易,英国,法国,俄国,日本,C
近代史上强迫清政府赔款最多的国家是（   ）。难,英国,法国,美国,日本,D
清朝外务部的前身是（   ）。中,理藩院,礼部,总理衙门,军机处,C
《辛丑条约》签订前，表示要“量中华之物力，结与国之欢心”的清朝统治者是（   ）。易,咸丰皇帝,光绪皇帝,慈禧太后,同治皇帝,C
近代以来，资本—帝国主义列强对中国进行了军事、政治、经济、文化等方面的侵略，损害了中国的国家主权。其中所谓“国中之国”是指（   ）。易,帝国主义在华的势力范围,帝国主义强迫我国开放的通商口岸,租界,帝国主义强迫清政府割让的土地,C
近代，列强在中国建立的第一块租界位于（   ）。中,上海,广州,福州,宁波,A
鸦片战争后，首先被外国侵略者直接控制的是（   ）。难,中国外交,中国内政,中国海关,中国军事,C
下列哪个国家掌握中国海关管理权长达40余年（   ）。难,英国,美国,法国,德国,A
（   ）自1863年入总税务司开始，掌握中国海关大权达40余年之久。难,瓦德西,赫德,李提摩太,伊藤博文,B
以下哪一项不是鸦片战争前中国对英出口的主要商品：（   ）。难,茶叶,生丝,棉花,药材,D
鸦片战争后，中国茶叶和生丝出口数量猛增，这一现象说明的实质是（   ）。易,中国在对外贸易中逐渐变为出超,中国已被卷入资本主义世界市场,自然经济瓦解扩大了市场,茶和丝的生产日益商品化,B
鸦片战争后，中国经济逐渐被卷入世界资本主义市场，对中国的影响不包括（   ）。难,自给自足的自然经济逐步解体。,西方先进的生产技术逐步传入中国。,英国对华输出商品激增。,封建地主土地所有制瓦解。,D
19世纪末资本主义进入帝国主义阶段后，对中国进行经济掠夺的主要形式是（   ）。易,商品输出,资本输出,垄断市场,掠夺廉价劳动力,B
近代外国资本对中国进行资本输出的枢纽是（   ）。中,海关,银行,铁路,矿山,B
近代外国在中国开设的第一家银行是（   ）。难,英国丽如银行,英国汇丰银行,德国德华银行,法国汇丰银行,A
19世纪末到20世纪一十年代，列强中在华投资最多的的国家是（   ）。难,英国,日本,美国,法国,A
鸦片战争时期，曾经担任英军翻译并参与中英《南京条约》起草和谈判的传教士是（   ）。难,利玛窦,郭士立,李提摩太,马赖,B
近代基督教在中国设立的最大的出版机构是（   ）。难,强学会,广学会,南学会,兴中会,B
帝国主义列强对中国进行文化渗透的目的是（   ）。易,传播西方文化和科学,进行传教活动,宣扬殖民主义奴化思想，麻醉中国人民的精神，摧毁中国人民的民族自尊心和自信心。,干涉中国内政,C
为了制造侵略有理的舆论，19世纪末西方帝国主义者炮制了（   ），即中国威胁论。难,“种族优劣论”,“中国扩张论”,“中国睡狮论”,“黄祸论”,D
（   ）是中国近代史上中国人民第一次大规模的反侵略武装斗争。易,三元里人民的武装抗英斗争,抗日战争,义和团反侵略斗争,台湾黑旗军的斗争,A
指挥清军在中越边境前线大败法军，取得镇南关大捷的是（   ）。难,冯子材,邓延桢,林则徐,陈化成,A
黄海海战中英勇作战，最后壮烈牺牲的管带邓世昌所指挥的军舰是（   ）。中,定远号,镇远号,致远号,经远号,C
19世纪70—80年代，帝国主义列强从侵占中国周边邻国发展到蚕食中国边疆地区，中国陷入边疆危机的地区不包括（   ）。难,西北地区,西南地区,东北地区,东南地区,C
德法俄三国一起干涉“还辽”，充分表明（   ）。易,俄法德三国是同盟国,列强有维护中国主权独立的一面,日本已暂时独霸中国,帝国主义国家之间既矛盾又勾结,D
帝国主义列强对中国的争夺和瓜分的图谋，在（   ）爆发后达到高潮。中,鸦片战争,八国联军侵华战争,甲午战争,第二次世界大战,C
帝国主义掀起瓜分中国的狂潮是在（   ）。中,18世纪末,19世纪初,19世纪末,20世纪初,C
在山东巡抚任上，采取血腥手段镇压义和团运动的官员是（   ）。中,毓贤,袁世凯,那桐,刚毅,B
下列对义和团运动的表述错误的是（   ）。中,是农民反帝爱国运动,农民斗争的最高水平,沉重打击了中外反动势力,被中外反动势力联合镇压,B
义和团对后人最具激励作用的是（   ）。易,改良主义思潮,爱国主义精神,排斥外国思想,民主主义精神,B
帝国主义列强并没有能够实现瓜分中国的图谋。其最根本的原因是（   ）。中,帝国主义列强之间的矛盾和互相制约,清政府的奋起还击,中华民族进行的不屈不挠的反侵略斗争,帝国主义列强自动放弃,C
在粉碎列强瓜分中国图谋的斗争中发挥了重大历史作用的事件是（   ）。中,三国干涉还辽,戊戌变法,义和团运动,辛亥革命,C
德国元帅瓦德西说：“无论欧美日本各国，皆无此脑力与兵力，可以统治此天下生灵四分之一，故瓜分一事，实为下策。”这表明（   ）。中,帝国主义放弃灭亡中国的图谋,帝国主义之间相互勾结,帝国主义之间的矛盾,帝国主义瓜分中国图谋的破产,D
瓦德西说：“无论欧美日本各国，皆无此脑力与兵力，可以与兵力可以统治此天下生灵四分之一”，“故瓜分一事，实为下策”。这表明列强（   ）。难①瓜分中国计划破产②已放弃侵略中国的企图③仍需要扶持清政府以华制华④看到了中国人民的不屈斗争。,①④,①②③,①③④,①②③④,C
近代史上被时人称为“中国不败而败”的战争是（   ）。中,中日甲午战争,鸦片战争,中法战争,第二次鸦片战争,C
近代中国人民反对外来侵略斗争失败的最根本原因是（   ）。易,经济技术落后,社会制度腐败,帝国主义实力过于强大,武器装备的落后,B
鸦片战争中萌发了“向西方学习”的新思潮，其核心思想是（   ）。中,“师夷长技以制夷”,实行“君民共主”,开民智，讲西学,民主、科学,A
1839年组织编写成《四洲志》，向中国人介绍西方情况的是（   ）。中,林则徐,魏源,马建忠,郑观应,A
近代中国睁眼看世界的第一人是（   ）。易,魏源,王韬,龚自珍,林则徐,D
提出了“师夷长技以制夷”的思想的人物是（   ）。易,林则徐,魏源,郑观应,康有为,B
“师夷长技以制夷”的主张出自（   ）。易,《资政新篇》,《海国图志》,《四洲志》,《瀛环志略》,B
下列不属于近代中国人民民族意识觉醒的代表作是（   ）。难,《海国图志》,《盛世危言》,《天演论》,《地理大全》,D
有人用“一战而人皆醒矣，一战而人皆明矣”来形容中国人民普遍的民族意识的觉醒。这次使得中国人民普遍的民族意识的觉醒的“一战”是指（   ）。中,第一次鸦片战争,第二次鸦片战争,中日甲午战争,八国联军侵华战争,C
甲午战争后，（   ）在其翻译的《天演论》中用“物竞天择”、“适者生存”的社会进化论思想，为中国的危机意识和民族意识提供了理论根据。易,魏源,康有为,马建中,严复,D
严复1898年翻译出版的《天演论》所宣传的思想是（   ）。易,师夷长技以制夷,中学为体、西学为用,振兴中华,物竞天择、适者生存,D
中国近代第一个系统介绍西学的启蒙思想家、翻译家是（   ）。中,康有为,梁启超,严复,谭嗣同,C
按照中国近代思想的演变过程，排列以下思想主张的顺序（   ）。难①公理未明，即以革命明之；旧俗俱在，即以革命去之②师夷长技以制夷③穷则变，变则通，通则久④中学为体，西学为用,②④③①,①③②④,②③④①,②①④③,A
喊出“振兴中华”这个时代最强音的历史人物是（   ）。难,梁启超,鲁迅,孙中山,毛泽东,C
太平天国之所以是中国农民战争的最高峰，最主要是因为（   ）。中,其规模和延续时间均属空前,建立了与清政府对立的政权,制定了比较完整的革命纲领,对封建王朝的打击空前沉重,C
太平天国运动失败的根本原因是（   ）。易,旧式农民战争的局限性,拜上帝教不合中国国情,在军事策略上率犯错误,对封建王朝打击空前沉重,A
太平天国由盛转衰的标志是（   ）。易,安庆失陷,天京变乱,洪秀全病逝,天京陷落,B
1853年冬太平天国颁布的一个分配制度为核心的社会改革纲领是（   ）。易,《中国土地法大纲》,《兴国土地法》,《天朝田亩制度》,《资政新篇》,C
太平天国后期担任军事指挥的青年将领（   ）。中,杨秀清、石达开,萧朝贵、冯云山,陈玉成、李秀成,石达开、韦昌辉,C
下列太平天国的诸活动中，能与当时世界历史潮流同步的是（   ）。易,颁布《天朝田亩制度》,《资政新篇》,严惩外国侵略者,反对腐朽没落的封建统治,B
天京变乱说明的最基本道理是（   ）。难,农民阶级的领袖缺乏革命的进取心,农民政权内部的斗争不可避免,农民阶级绝对不是一个先进的阶级,小农经济的分散性决定了农民阶级不能形成坚强的领导核心,D
1851年1月，洪秀全率拜上帝教教众发动起义，建号太平天国是在（   ）。易,金田村,桂林,武昌,天京,A
太平天国失败的标志是（   ）。易,北伐的失败,天京事变,天京陷落,洪秀全逝世,C
《天朝田亩制度》的中心内容是（   ）。易,反对帝国主义侵略,推翻清王朝的反动统治,关于土地制度的规定,平均地权,C
李大钊说：“太平天国禁止了鸦片，却采用了宗教，不建设民国，而建设天国，这是他们失败的一个重要原因。”这段话说明太平天国（   ）。难,不能充分依靠人民,缺乏科学理论指导,没有彻底革命精神,没有实行宗教改革,B
在向西方学习问题上，《资政新篇》与《海国图志》的主要区别在于（   ）。易,是否抵御外来侵略,是否学习西方先进技,是否发展资本主义,是否学习西方文明,C
《资政新篇》较之《天朝田亩制度》更具有历史的进步性，主要是指它（   ）。中,更加鲜明地提出不许外邦人干涉中国内政,明确提出要以法治国，由公众选举官吏,主张学习西方，最早提出在中国发展资本主义的方案,促使中国近代第一次思想解放潮流的发生,C
洪秀全在广西发动金田起义的时间是（   ）。易,1851年,1853年,1856年,1864年,A
太平天国农民战争爆发的标志是（   ）。易,金田起义,永安建制,长沙战役,南京定都,A
太平天国运动后期，提出《资政新篇》这一带有资本主义色彩改革方案的是（   ）。易,洪秀全,洪仁玕,石达开,李秀成,B
天京事变发生的时间是（   ）。易,1851年,1853年,1856年,1864年,C
19世纪中叶的亚洲民族解放运动中，持续时间最长、规模最大、影响最深的一次是（   ）。中,印度民族大起义,阿富汗人民反英起义,爪哇人民反荷起义,中国太平天国农民起义,D
洋务运动之所以没有达到“师夷长技以自强”的目的，是因为（   ）。易,沿用传统的生产管理方式,局限于引进西方先进科技,外国资本的积压,没有相对稳定的“和平环境”,B
洋务派不主张进行政治变革的根本原因是（   ）。中,看不到资本主义制度的先进性,认为富国强兵就可以改变一切,其大多数靠镇压太平天国起家,他们本身是封建大官僚大地主,D
洋务运动未能使中国走上富强的根本原因是：（   ）易,没有触动封建生产关系,单纯学习西方科技以求自强,没有采用资本主义生产管理制度,西方列强极力阻碍破坏,A
洋务运动对中国社会近代化进程最主要的影响是：（   ）难,开始了中国早期工业化的进程,初次实现了“师夷长技”的思想,建立了中国近代第一支海军,促成了清朝统治集团内部的分化,A
洋务派创办民用企业的直接目的是：（   ）中,发展民族工商业,解决军事工业资金、燃料等方面的困难,抵制外国经济势力的扩张,充实国库，弥补财政亏空,B
洋务运动破产的根本原因是：（   ）易,西方列强的破坏,在中央缺乏一个健全、有力的领导核心,顽固派的阻挠,引进西方技术设备，而没有变革封建制度,D
李鸿章是中国近代史上的一个重要人物，他镇压了太平军和捻军起义，签订了《中法新约》、《中日马关条约》和《辛丑条约》等一系列不平等条约，在许多方面负有不可推卸的责任。但李鸿章仍有值得肯定之处，其中最为典型的是（   ）难,掀起“向西方学习”的新思潮,是洋务运动的主要实践者,与顽固派进行论,率兵收复新疆,B
19世纪60年代，清朝中央统治集团中倡导洋务的首领人物是（   ）。易,奕訢,桂良,曾国藩,李鸿章,A
19世纪60年代，清朝统治集团中倡导洋务的地方实力派首领人物是（   ）。易,奕訢,桂良,曾国藩,李鸿章,D
洋务运动在中央的支持机构是（   ）。中,总理各国事务衙门,军机处,海关总税务司,理藩院,A
19世纪60年代到90年代，洋务派兴办洋务事业的指导思想是（   ）。中,师夷长技以制夷,中学为体，西学为用,物竞天择，适者生存,变法维新，救亡图存,B
洋务派的主张是（   ）。易,利用西方先进科学技术来维护清朝统治,利用西方先进技术抵抗西方侵略,利用西方先进思想改造中国社会,引进西方先进制度改造中国社会,A
洋务运动前期，李鸿章创办的近代军事工业是（   ）。中,安庆军械所,江南制造总局,福州船政局,天津机器制造局,B
对洋务运动的下列评价中，不正确的是（   ）。易,客观上刺激中国资本主义的发展,对外国经济的扩张起了一些抵制作用,使中国走上资本主义道路,引进西方先进技术，培养了一批科技人才,C
清政府的海军主力是哪一支舰队（   ）易,福建水师,广东水师,北洋水师,南洋水师,C
对洋务派兴办洋务事业的指导思想最先作出比较完整表述的是（   ）。中,林则徐,魏源,李鸿章,冯桂芬,D
19世纪中后期，被清朝统治者视为“心腹之害”的威胁是（   ）。难,英国,俄国,太平天国,日本,C
19世纪末，梁启超撰写的宣传变法维新主张的著作是（   ）。中,《新学伪经考》,《变法通议》,《孔子改制考》,《仁学》,B
戊戌变法运动的突出历史功绩在于（   ）。易,挽救民族危亡,推行了资本主义的政治改革,促进思想启蒙,极大发展资本主义经济,C
19世纪末维新变法从一种思潮得以发展成为一场政治运动，关键是（   ）。易,维新派发展资本主义的主张符合历史发展趋势,维新派争取到光绪帝的支持,维新派拥有广泛的阶级基础,维新派把维新变法与救亡图存结合起来,D
中国近代第一次思想解放潮流的是（   ）。易,洋务派与顽固派的论战,维新派与顽固派的论战,革命派与保皇派的论战,“问题”与“主义”的论战,B
变法维新运动产生的社会条件是（   ）。易,地主、官僚办洋务，中国近代军用、民用工业的产生,中国半殖民地半封建社会的形成,中国民族资本主义有了初步发展,自给自足自然经济的解体,C
变法维新运动的性质是（   ）。中,资产阶级领导的反帝爱国运动,资产阶级领导的反封建运动,洋务运动的继续,资产阶级领导的一次改良主义政治运动,D
在维新派推动下实行“戊戌变法”的清帝是（   ）。易,咸丰皇帝,同治皇帝,光绪皇帝,宣统皇帝,C
维新派代表了哪一个阶级的利益和要求（   ）。易,农民阶级,资产阶级,工人阶级,地主阶级,B
晚清有御史上奏折称：“今日人心浮动，民主民权之说日益猖獗。若准各省纷纷立会，恐闻风而起，其患不可胜言。”这个奏折针对的是（   ）。难,太平军,洋务派,维新派,义和团,C
标志着维新变法开始实施的事件是（   ）。中,公车上书,康有为创办万木草堂,光绪皇帝颁布“明定国是”谕旨,梁启超主笔《时务报》,C
19世纪末，谭嗣同撰写的宣传变法维新主张的著作是（   ）。中,《新学伪经考》,《变法通议》,《孔子改制考》,《仁学》,D
中国资产阶级领导的民主革命进入到一个新阶段的标志是（   ）易,兴中会的成立,华兴会的成立,光复会的成立,中国同盟会的成立,D
1905年至1907年，资产阶级革命派与改良派论战的焦点是（   ）易,要不要打倒列强,要不要实行共和,要不要以革命手段推翻清政府,要不要废科举，兴学堂,C
1905年，中国同盟会创办的机关报是（   ）易,《民报》,《新民丛报》,《时务报》,《国闻报》,A
1911年，标志辛亥革命达到高潮的起义是（   ）易,惠州起义,河口起义,广州起义,武昌起义,D
1911年5月，清政府成立责任内阁，这个内阁被讥为（   ）易,贵族内阁,立宪内阁,影子内阁,皇族内阁,D
蔡元培担任会长的资产阶级革命团体是（   ）中,兴中会,同盟会,华兴会,光复会,D
1904年至1905年，为了争夺在华利益而在中国东北进行战争的帝国主义国家是（   ）易,美国与俄国,美国与英国,英国与日本,日本与俄国,D
我国的科举制度正式废除于（   ）易,1905年,1906年,1907年,1908年,B
20世纪初，在民主革命思想传播中发表《驳康有为论革命书》的是（   ）中,邹容,章炳麟,陈天华,严复,B
近代中国历史上第一个全国性的资产阶级革命政党是（   ）易,兴中会,中国同盟会,中华革命党,中国国民党,B
1905年11月，登载孙中山论述三民主义学说的报刊是（   ）中,《时务报》,《二十世纪之支那》,《民报》,《苏报》,C
清朝政府宣布实行“新政”的时间是（   ）易,1901年,1906年,1908年,1911年,A
辛亥革命时期，资产阶级革命派的阶级基础是（   ）中,买办资产阶级,官僚资产阶级,城市小资产阶级,民族资产阶级,D
20世纪初年，邹容发表的宣传民主革命思想的著作是（   ）中,《驳康有为论革命书》,《革命军》,《警世钟》,《猛回头》,B
提出“驱除鞑虏，恢复中华，建立民国，平均地权”的政治纲领的是（   ）易,兴中会,华兴会,光复会,同盟会,D
清末“新政”未能挽救清朝灭亡命运的根本原因是（   ）难,“新政”只是骗局，从来没有真正实行,清政府借“新政”之名增加税收，引起人民反抗,列强反对中国实行“新政”，制造障碍,“新政”不能解决当时的各种社会矛盾,D
孙中山领导辛亥革命的指导思想是（   ）易,民族主义、民权主义、民生主义,驱除鞑虏、恢复中华,建立民国、平均地权,联俄，联共，扶助农工,A
三民主义的核心是（   ）中,民族主义,民权主义,民生主义,创立民国,B
在20世纪初出现的资产阶级革命组织中，孙中山领导的同盟会是第一个资产阶级革命政党，因为它（   ）易,成立时间早,实现了革命团体的大联合,使资产阶级革命进入一个新阶段,有明确的资产阶级革命纲领和组织,D
本世纪初第一场发生在中国的帝国主义战争是（   ）难,东北地区,山东半岛,东南沿海,长江流域,A
下列各项属于孙中山“三民主义”中“民生主义”的是（   ）中,反对满洲贵族，反对民族压迫,推翻君主专制政体，建立国民政府,国民有言论、集会、著作自由,核定地价、征收地租税，向地主收买土地,D
下列不属于三民主义内容的是（   ）易,民族主义,民权主义,民生主义,民主主义,D
近代中国首先提出“振兴中华”口号的是（   ）易,康有为,洪秀全,林则徐,孙中山,D
新旧民主主义革命的根本区别是（   ）中,领导阶级不同,领导方法不同,所处时代不同,革命性质不同,A
科举制是清政府在下列哪次活动中废除的？（   ）中,洋务运动,戊戌变法,清末“新政”,“预备仿行宪政”,C
三民主义要解决的主要问题是（   ）中,中华民族和帝国主义的矛盾,封建主义和人民大众的矛盾,民族资产阶级和满洲贵族的矛盾,革命派和立宪派的矛盾,B
对“民权主义”理解正确的是（   ）难,推翻清王朝的封建专制统治,进行政治革命，推翻封建帝制，建立资产阶级共和国,平均地权、核定地价,打击帝国主义在华势力,B
革命派和改良派论战的内容有要不要（   ）中  ①以革命手段推翻清王朝 ②推翻帝制，实行共和   ③进行民主革命   ④进行社会革命,①③④,②③④,①②④,①②③,C
中国同盟会政治纲领中“驱逐鞑虏，恢复中华”的实质意义是（   ）难,反清复明,反满兴汉,反对民族压迫,反对清政府的封建统治,D
清末的“预备立宪”与维新派主张的君主立宪的主要区别是（   ）难,维护君主制度,加强君主专制,仿效欧美政体,缓和国内矛盾,B
孙中山在《民报》发刊词中提出了三民主义，它（   ）。中,表达了社会各阶层的政治经济要求,明确提出了民族、民主、反帝思想,是比较完整的中国民主革命的纲领,提出了民主革命时期彻底的土地纲领,C
孙中山认为，西方国家贫富不均、劳资矛盾尖锐、“社会革命其将不远”，中国应该防患于未然，因此他提出了（   ）难,民族主义,民权主义,民生主义,民粹主义,C
在近代中国，系统阐释了民生思想并把它作为纲领的政治派别是（   ）中,地主阶级洋务派,资产阶级维新派,资产阶级立宪派,资产阶级革命派,D
清末“预备立宪”的根本目的在于（   ）中,仿效欧美政体,发展资本主义,延续自身统治,缓和阶级矛盾,C
袁世凯窃夺辛亥革命成果后，于1914年5月炮制了（   ）易,《戒严法》,《中华民国约法》,《钦定宪法大纲》,《暂行新刑律》,B
中国历史上第一部具有资产阶级共和国宪法性质的法典是（   ）易,《中华民国临时约法》,《中华民国约法》,《钦定宪法大纲》,《中华民国宪法》,A
1911年4月，资产阶级革命派在黄兴带领下举行了（   ）中,惠州起义,黄花岗起义,护国战争,护法战争,B
在1911年爆发的保路运动中，规模最大、斗争最激烈的省份是（   ）易,四川,湖南,广东,湖北,A
武昌起义胜利后被推举为湖北军政府都督的是（   ）易,黄兴,黎元洪,孙中山,章太炎,B
武昌起义后，建立的政权是（   ）易,湖北军政府,湖北咨议局,中华民国政府,南京临时政府,A
武昌起义爆发后，控制大部分地方政权的是（   ）中,革命党人,北洋军阀和旧官僚,袁世凯的亲信,立宪派和旧官僚,D
孙中山领导的辛亥革命实现了20世纪中国第一次历史性巨变，因为这次革命（   ）难,推翻了统治中国2000多年的君主专制政体,确立了资产阶级民主共和制度,给予了人民充分的民主和自由权利,结束了帝国主义在中国的殖民统治,A
在中国历史上规定立法、行政、司法三权分离政治体制的第一个文件是（   ）易,《中华民国临时约法》,《钦定宪法大纲》,《中华民国约法》,《中国民国宪法》,A
武昌起义的主力是（   ）易,同盟会会员,留学生,新军,人民大众,C
1911年4月在广州发生的起义所以被称为“黄花岗起义”是因为（   ）难,起义是在黄花岗发动的,起义军去进攻设在黄花岗的清军要塞,起义中牺牲的烈士后被葬在黄花岗,起义是在黄花岗失败的,C
孙中山颁布的《中华民国临时约法》规定，中华民国的主权属于（   ）易,总统,议会,内阁,全体国民,D
下列关于南京临时政府成立时国内政局的表述，正确的是（   ）中,全国各省区均已宣布独立,清朝皇帝已决定退位,革命派掌握了各省的政权,袁世凯已掌握了清政府的实权,D
以孙中山为代表的资产阶级革命派创立的中华民国，在政治体制方面仿效的西方国家是（   ）中,美国,英国,俄国,德国,A
南京临时政府颁布《临时约法》的目的之一是限制袁世凯的权力，体现这一目的的主要规定是（   ）难,主权属于国民全体,立法、行政、司法三权分立,实行总统制,实行责任内阁制,D
南京临时政府成立后，承认清政府与列强签订的一切不平等条约，其目的是（   ）难,打破列强的外交封锁,换取列强的支持,尽快稳定国内政局,争取列强严守中立,B
叶圣陶在一则日记中写到：“课毕后阅报纸，见专电栏中有云：武昌已为革命党所据，新军亦起而相应……从此而万恶之政府即以推倒，亦未可知也。”日记中的“万恶之政府”指（   ）难,清政府,南京临时政府,北洋政府,南京国民政府,A
辛亥革命取得的最大成就是（   ）易,推翻了封建帝制,促进了资本主义的发展,使人民获得了一些民主自由权利,打击了帝国主义的殖民势力,A
南京临时政府中占领导和主体地位的派别是（   ）易,资产阶级维新派,资产阶级保皇派,资产阶级立宪派,资产阶级革命派,D
同盟会发动的起义中，影响最大的是（   ）中,刘道一领导的萍浏醴起义,秋瑾、徐锡麟领导的浙皖起义,孙中山、黄兴领导的镇南关起义,黄兴领导的广州黄花岗起义,D
